measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,44637,Low SDI,1,Male,37,20+ years,974,Diabetes and kidney diseases,2,Percent,2009,0.04854023663196243,0.05156356314205155,0.04518346537045317
1,Deaths,44637,Low SDI,2,Female,37,20+ years,974,Diabetes and kidney diseases,2,Percent,2009,0.045403078408916976,0.04911705850739762,0.040940006380384315
1,Deaths,44637,Low SDI,3,Both,37,20+ years,974,Diabetes and kidney diseases,2,Percent,2009,0.047095227167996516,0.04978157494896383,0.044194011766301285
1,Deaths,44637,Low SDI,1,Male,37,20+ years,974,Diabetes and kidney diseases,3,Rate,2009,55.673394948389216,60.79771837744045,50.73644947685115
1,Deaths,44637,Low SDI,2,Female,37,20+ years,974,Diabetes and kidney diseases,3,Rate,2009,43.77877499036902,48.54974016610829,38.75139708435698
1,Deaths,44637,Low SDI,3,Both,37,20+ years,974,Diabetes and kidney diseases,3,Rate,2009,49.680338686600045,53.62358826147838,45.687778913319384
1,Deaths,44637,Low SDI,1,Male,158,<20 years,974,Diabetes and kidney diseases,1,Number,2009,7009.708936578705,8095.56522752908,5926.05186111028
1,Deaths,44637,Low SDI,2,Female,158,<20 years,974,Diabetes and kidney diseases,1,Number,2009,5904.665643306592,7069.757693558692,4726.432941305607
1,Deaths,44637,Low SDI,3,Both,158,<20 years,974,Diabetes and kidney diseases,1,Number,2009,12914.374579885302,14957.096488184716,10866.630209222656
1,Deaths,44637,Low SDI,1,Male,158,<20 years,974,Diabetes and kidney diseases,2,Percent,2009,0.003272560263691604,0.003678929558901147,0.0028796924383314446
1,Deaths,44637,Low SDI,2,Female,158,<20 years,974,Diabetes and kidney diseases,2,Percent,2009,0.0032171179204789936,0.003765521996203843,0.0025957808837589755
1,Deaths,44637,Low SDI,3,Both,158,<20 years,974,Diabetes and kidney diseases,2,Percent,2009,0.0032469463733208735,0.0036590628726002107,0.002784712416673126
1,Deaths,44637,Low SDI,1,Male,158,<20 years,974,Diabetes and kidney diseases,3,Rate,2009,2.840551475376259,3.2805741235650023,2.4014200175120233
1,Deaths,44637,Low SDI,2,Female,158,<20 years,974,Diabetes and kidney diseases,3,Rate,2009,2.4892104954265086,2.9803745231328165,1.9925068063361322
1,Deaths,44637,Low SDI,3,Both,158,<20 years,974,Diabetes and kidney diseases,3,Rate,2009,2.6683518465603666,3.0904164802213496,2.245249478037474
1,Deaths,102,United States of America,1,Male,22,All ages,491,Cardiovascular diseases,1,Number,2009,394139.8517504635,407020.13293702545,370756.5447342497
1,Deaths,102,United States of America,2,Female,22,All ages,491,Cardiovascular diseases,1,Number,2009,429221.6632775127,462389.3866785333,368834.1583734731
1,Deaths,102,United States of America,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2009,823361.5150279785,867385.2841425323,739060.7293538166
1,Deaths,102,United States of America,1,Male,22,All ages,491,Cardiovascular diseases,2,Percent,2009,0.32141340588833606,0.33174148069347387,0.30220770199640723
1,Deaths,102,United States of America,2,Female,22,All ages,491,Cardiovascular diseases,2,Percent,2009,0.3465185482043063,0.37326626512308986,0.29709960422350185
1,Deaths,102,United States of America,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2009,0.33402925278084716,0.3518896174856398,0.3001554188483393
1,Deaths,102,United States of America,1,Male,22,All ages,491,Cardiovascular diseases,3,Rate,2009,261.34854533204503,269.8892770967355,245.84340611154
1,Deaths,102,United States of America,2,Female,22,All ages,491,Cardiovascular diseases,3,Rate,2009,275.9485879467828,297.27227037239066,237.1251823883235
1,Deaths,102,United States of America,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2009,268.7613723690252,283.13159539758556,241.24393994591247
1,Deaths,102,United States of America,1,Male,26,70+ years,491,Cardiovascular diseases,1,Number,2009,261000.67856216163,273131.20459912653,238303.32121832
1,Deaths,102,United States of America,2,Female,26,70+ years,491,Cardiovascular diseases,1,Number,2009,363214.958491377,395905.1061764183,303430.40132195817
1,Deaths,102,United States of America,3,Both,26,70+ years,491,Cardiovascular diseases,1,Number,2009,624215.6370535387,667693.086493199,541232.272881269
1,Deaths,102,United States of America,1,Male,26,70+ years,491,Cardiovascular diseases,2,Percent,2009,0.37203163476939793,0.38921292121445733,0.33966168530989704
1,Deaths,102,United States of America,2,Female,26,70+ years,491,Cardiovascular diseases,2,Percent,2009,0.4024344079397278,0.43849225073551673,0.33584657941761364
1,Deaths,102,United States of America,3,Both,26,70+ years,491,Cardiovascular diseases,2,Percent,2009,0.38913784602786555,0.4161698154593718,0.3377186945368667
1,Deaths,102,United States of America,1,Male,26,70+ years,491,Cardiovascular diseases,3,Rate,2009,2317.573382624152,2425.287218524403,2116.0306451654515
1,Deaths,102,United States of America,2,Female,26,70+ years,491,Cardiovascular diseases,3,Rate,2009,2262.05866172765,2465.6489324346894,1889.7276984205726
1,Deaths,102,United States of America,3,Both,26,70+ years,491,Cardiovascular diseases,3,Rate,2009,2284.9439937984735,2444.0933823523387,1981.1830363741508
1,Deaths,102,United States of America,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2009,204.28106891832985,211.00377162922928,192.0405194746596
1,Deaths,102,United States of America,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2009,137.70770991501936,146.58604871236716,122.02676985295189
1,Deaths,102,United States of America,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2009,167.75332451981157,175.5003957050143,152.99156837884078
1,Deaths,102,United States of America,1,Male,37,20+ years,491,Cardiovascular diseases,1,Number,2009,393378.13612253655,406266.95551538345,369991.75257830246
1,Deaths,102,United States of America,2,Female,37,20+ years,491,Cardiovascular diseases,1,Number,2009,428659.0732832131,461822.57301113795,368273.97935033304
1,Deaths,102,United States of America,3,Both,37,20+ years,491,Cardiovascular diseases,1,Number,2009,822037.2094057485,866062.7536058244,737729.8722278785
1,Deaths,102,United States of America,1,Male,37,20+ years,491,Cardiovascular diseases,2,Percent,2009,0.32853902775286914,0.33912495011351684,0.30889443443202425
1,Deaths,102,United States of America,2,Female,37,20+ years,491,Cardiovascular diseases,2,Percent,2009,0.3515546114445695,0.3786800647240204,0.30138736048850184
1,Deaths,102,United States of America,3,Both,37,20+ years,491,Cardiovascular diseases,2,Percent,2009,0.3401515739648479,0.35836781202555723,0.3055815378089305
1,Deaths,102,United States of America,1,Male,37,20+ years,491,Cardiovascular diseases,3,Rate,2009,365.0505156393251,377.01119604652337,343.3482129747401
1,Deaths,102,United States of America,2,Female,37,20+ years,491,Cardiovascular diseases,3,Rate,2009,374.4074773751,403.3737656166144,321.6647918714368
1,Deaths,102,United States of America,3,Both,37,20+ years,491,Cardiovascular diseases,3,Rate,2009,369.8706681117512,389.6796953199436,331.93709190387614
1,Deaths,102,United States of America,1,Male,158,<20 years,491,Cardiovascular diseases,1,Number,2009,761.7156279275922,795.967589157622,725.5143292705071
1,Deaths,102,United States of America,2,Female,158,<20 years,491,Cardiovascular diseases,1,Number,2009,562.589994299559,593.1955330362035,529.6513511279126
1,Deaths,102,United States of America,3,Both,158,<20 years,491,Cardiovascular diseases,1,Number,2009,1324.3056222271496,1374.9770992639562,1263.2216360708778
1,Deaths,102,United States of America,1,Male,158,<20 years,491,Cardiovascular diseases,2,Percent,2009,0.026343077478093585,0.027506090226081564,0.02510456924672054
1,Deaths,102,United States of America,2,Female,158,<20 years,491,Cardiovascular diseases,2,Percent,2009,0.029083176101297584,0.030603173400145036,0.027438872931341354
1,Deaths,102,United States of America,3,Both,158,<20 years,491,Cardiovascular diseases,2,Percent,2009,0.02744137335074834,0.028493789610443715,0.026251692679451287
1,Deaths,102,United States of America,1,Male,158,<20 years,491,Cardiovascular diseases,3,Rate,2009,1.7693691702412295,1.8489321488630546,1.6852781270512505
1,Deaths,102,United States of America,2,Female,158,<20 years,491,Cardiovascular diseases,3,Rate,2009,1.3703631035203978,1.4449124226924892,1.2901307820432877
1,Deaths,102,United States of America,3,Both,158,<20 years,491,Cardiovascular diseases,3,Rate,2009,1.574600935400343,1.634849380926149,1.5019720043399332
1,Deaths,103,Latin America and Caribbean,1,Male,22,All ages,491,Cardiovascular diseases,1,Number,2009,401297.1164575215,415288.46158154495,376756.53318205057
1,Deaths,103,Latin America and Caribbean,2,Female,22,All ages,491,Cardiovascular diseases,1,Number,2009,357616.1632547476,375406.0938482106,322691.61413664615
1,Deaths,103,Latin America and Caribbean,3,Both,22,All ages,491,Cardiovascular diseases,1,Number,2009,758913.2797122685,789882.573596117,701428.7003943931
1,Deaths,103,Latin America and Caribbean,1,Male,22,All ages,491,Cardiovascular diseases,2,Percent,2009,0.23886795930428867,0.24672010167595088,0.22556671534407394
1,Deaths,103,Latin America and Caribbean,2,Female,22,All ages,491,Cardiovascular diseases,2,Percent,2009,0.2789923823864707,0.29266836976012295,0.25246782368993914
1,Deaths,103,Latin America and Caribbean,3,Both,22,All ages,491,Cardiovascular diseases,2,Percent,2009,0.2562328002433027,0.266613395854071,0.2377091826117719
1,Deaths,103,Latin America and Caribbean,1,Male,22,All ages,491,Cardiovascular diseases,3,Rate,2009,155.2561634964822,160.66921651138227,145.7617598412821
1,Deaths,103,Latin America and Caribbean,2,Female,22,All ages,491,Cardiovascular diseases,3,Rate,2009,134.04825949620204,140.71660807113278,120.95719845365022
1,Deaths,103,Latin America and Caribbean,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2009,144.48449911727133,150.3805389342579,133.54038880619694
1,Deaths,103,Latin America and Caribbean,1,Male,26,70+ years,491,Cardiovascular diseases,1,Number,2009,223718.8514175807,234883.1520052214,202567.3537990919
1,Deaths,103,Latin America and Caribbean,2,Female,26,70+ years,491,Cardiovascular diseases,1,Number,2009,243143.6765852036,259215.6934112948,210853.51095169116
1,Deaths,103,Latin America and Caribbean,3,Both,26,70+ years,491,Cardiovascular diseases,1,Number,2009,466862.52800278465,492846.20079717867,414952.1578019724
1,Deaths,103,Latin America and Caribbean,1,Male,26,70+ years,491,Cardiovascular diseases,2,Percent,2009,0.35074626134826326,0.3671422918419979,0.31704727357731954
1,Deaths,103,Latin America and Caribbean,2,Female,26,70+ years,491,Cardiovascular diseases,2,Percent,2009,0.3741517112241896,0.39783900402127936,0.32356001260998646
1,Deaths,103,Latin America and Caribbean,3,Both,26,70+ years,491,Cardiovascular diseases,2,Percent,2009,0.36255736276692313,0.3826908167991895,0.3202914775857752
1,Deaths,103,Latin America and Caribbean,1,Male,26,70+ years,491,Cardiovascular diseases,3,Rate,2009,2205.9657235202735,2316.0506102759405,1997.4027059120012
1,Deaths,103,Latin America and Caribbean,2,Female,26,70+ years,491,Cardiovascular diseases,3,Rate,2009,1921.419487360895,2048.427052453882,1666.249563266238
1,Deaths,103,Latin America and Caribbean,3,Both,26,70+ years,491,Cardiovascular diseases,3,Rate,2009,2048.00955360391,2161.993450208947,1820.2916972208286
1,Deaths,103,Latin America and Caribbean,1,Male,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2009,221.66874603066458,230.2648300878933,205.68871135468427
1,Deaths,103,Latin America and Caribbean,2,Female,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2009,165.07059160436515,173.58071067020475,148.12096620256753
1,Deaths,103,Latin America and Caribbean,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2009,191.38767951212702,199.84201737806762,175.38607201733703
1,Deaths,103,Latin America and Caribbean,1,Male,37,20+ years,491,Cardiovascular diseases,1,Number,2009,397690.2745492182,411584.9579920246,373118.90756359434
1,Deaths,103,Latin America and Caribbean,2,Female,37,20+ years,491,Cardiovascular diseases,1,Number,2009,354639.8115184768,372369.4546501657,319654.8544916737
1,Deaths,103,Latin America and Caribbean,3,Both,37,20+ years,491,Cardiovascular diseases,1,Number,2009,752330.086067695,783141.8710693027,695262.2391860521
1,Deaths,103,Latin America and Caribbean,1,Male,37,20+ years,491,Cardiovascular diseases,2,Percent,2009,0.273058107467768,0.2813673714359262,0.25678733904531453
1,Deaths,103,Latin America and Caribbean,2,Female,37,20+ years,491,Cardiovascular diseases,2,Percent,2009,0.3153122494797524,0.3303621497601655,0.28505803466757645
1,Deaths,103,Latin America and Caribbean,3,Both,37,20+ years,491,Cardiovascular diseases,2,Percent,2009,0.2914694423947556,0.3023039024871468,0.26957159967997124
1,Deaths,103,Latin America and Caribbean,1,Male,37,20+ years,491,Cardiovascular diseases,3,Rate,2009,253.63112281455153,262.4926021825002,237.96047709731286
1,Deaths,103,Latin America and Caribbean,2,Female,37,20+ years,491,Cardiovascular diseases,3,Rate,2009,210.69439678308615,221.2277219865257,189.9095492340106
1,Deaths,103,Latin America and Caribbean,3,Both,37,20+ years,491,Cardiovascular diseases,3,Rate,2009,231.4020102535955,240.87911228754507,213.84905745560212
1,Deaths,103,Latin America and Caribbean,1,Male,158,<20 years,491,Cardiovascular diseases,1,Number,2009,3606.841908303359,3944.8250135458065,3284.453453488257
1,Deaths,103,Latin America and Caribbean,2,Female,158,<20 years,491,Cardiovascular diseases,1,Number,2009,2976.3517362713465,3307.809294319292,2669.3117629395997
1,Deaths,103,Latin America and Caribbean,3,Both,158,<20 years,491,Cardiovascular diseases,1,Number,2009,6583.193644574709,7198.584627108835,6004.814424871318
1,Deaths,103,Latin America and Caribbean,1,Male,158,<20 years,491,Cardiovascular diseases,2,Percent,2009,0.01613571316802933,0.017127393131891096,0.015322948885093201
1,Deaths,103,Latin America and Caribbean,2,Female,158,<20 years,491,Cardiovascular diseases,2,Percent,2009,0.018950279579799792,0.02074843897978761,0.017678641829119126
1,Deaths,103,Latin America and Caribbean,3,Both,158,<20 years,491,Cardiovascular diseases,2,Percent,2009,0.017297262468613222,0.01835040922382599,0.01643574087612034
1,Deaths,103,Latin America and Caribbean,1,Male,158,<20 years,491,Cardiovascular diseases,3,Rate,2009,3.5474049655828894,3.879818466451895,3.230329131783546
1,Deaths,103,Latin America and Caribbean,2,Female,158,<20 years,491,Cardiovascular diseases,3,Rate,2009,3.022839168861946,3.359473739659633,2.711003559352882
1,Deaths,103,Latin America and Caribbean,3,Both,158,<20 years,491,Cardiovascular diseases,3,Rate,2009,3.289333239790699,3.59681713341505,3.0003425013605045
1,Deaths,102,United States of America,1,Male,22,All ages,974,Diabetes and kidney diseases,1,Number,2009,72671.01612026837,75057.74716373034,68534.20268033378
1,Deaths,102,United States of America,2,Female,22,All ages,974,Diabetes and kidney diseases,1,Number,2009,77499.14351170826,82281.50769582785,68936.58566257659
1,Deaths,102,United States of America,3,Both,22,All ages,974,Diabetes and kidney diseases,1,Number,2009,150170.1596319764,157086.22321253375,137470.78834291035
1,Deaths,102,United States of America,1,Male,22,All ages,974,Diabetes and kidney diseases,2,Percent,2009,0.059261794030848226,0.06115189859073851,0.0558856576185768
1,Deaths,102,United States of America,2,Female,22,All ages,974,Diabetes and kidney diseases,2,Percent,2009,0.06256654517434762,0.06642129726348787,0.055706864756000035
1,Deaths,102,United States of America,3,Both,22,All ages,974,Diabetes and kidney diseases,2,Percent,2009,0.06092250838049594,0.06372974331041754,0.05583311317955461
1,Deaths,102,United States of America,1,Male,22,All ages,974,Diabetes and kidney diseases,3,Rate,2009,48.187120045039585,49.769727547268424,45.44405772836365
1,Deaths,102,United States of America,2,Female,22,All ages,974,Diabetes and kidney diseases,3,Rate,2009,49.82455698027993,52.89916098227272,44.31964902750294
1,Deaths,102,United States of America,3,Both,22,All ages,974,Diabetes and kidney diseases,3,Rate,2009,49.018490000949676,51.27602901069904,44.87316574960032
1,Deaths,102,United States of America,1,Male,26,70+ years,974,Diabetes and kidney diseases,1,Number,2009,46212.61794470822,48451.17912325843,42357.18763882137
1,Deaths,102,United States of America,2,Female,26,70+ years,974,Diabetes and kidney diseases,1,Number,2009,58233.15958930755,62793.50839963882,50090.71017894044
1,Deaths,102,United States of America,3,Both,26,70+ years,974,Diabetes and kidney diseases,1,Number,2009,104445.77753401583,111135.46043424576,92635.72026806606
1,Deaths,102,United States of America,1,Male,26,70+ years,974,Diabetes and kidney diseases,2,Percent,2009,0.06587168051370189,0.06901612432558504,0.0603744798834911
1,Deaths,102,United States of America,2,Female,26,70+ years,974,Diabetes and kidney diseases,2,Percent,2009,0.0645211316051665,0.0695689322909493,0.05547421703993509
1,Deaths,102,United States of America,3,Both,26,70+ years,974,Diabetes and kidney diseases,2,Percent,2009,0.06511183065308344,0.06922584628105594,0.057683432192249896
1,Deaths,102,United States of America,1,Male,26,70+ years,974,Diabetes and kidney diseases,3,Rate,2009,410.3481028480434,430.22555999246254,376.11354566332784
1,Deaths,102,United States of America,2,Female,26,70+ years,974,Diabetes and kidney diseases,3,Rate,2009,362.66904754113807,391.07034623697473,311.95886122914686
1,Deaths,102,United States of America,3,Both,26,70+ years,974,Diabetes and kidney diseases,3,Rate,2009,382.32421280002643,406.8118255029843,339.09344795788724
1,Deaths,102,United States of America,1,Male,27,Age-standardized,974,Diabetes and kidney diseases,3,Rate,2009,37.68342028153886,38.91888811353983,35.52627199663033
1,Deaths,102,United States of America,2,Female,27,Age-standardized,974,Diabetes and kidney diseases,3,Rate,2009,27.579523857441234,28.951214945872216,25.09804218800033
1,Deaths,102,United States of America,3,Both,27,Age-standardized,974,Diabetes and kidney diseases,3,Rate,2009,31.89255199065665,33.16988702419879,29.519310369347803
1,Deaths,102,United States of America,1,Male,37,20+ years,974,Diabetes and kidney diseases,1,Number,2009,72535.81790524506,74923.61039788667,68404.25379379948
1,Deaths,102,United States of America,2,Female,37,20+ years,974,Diabetes and kidney diseases,1,Number,2009,77385.7764799376,82166.73114815923,68822.80725991924
1,Deaths,102,United States of America,3,Both,37,20+ years,974,Diabetes and kidney diseases,1,Number,2009,149921.59438518257,156839.7376341452,137227.06105371873
1,Deaths,102,United States of America,1,Male,37,20+ years,974,Diabetes and kidney diseases,2,Percent,2009,0.06057998888738944,0.06251249967757787,0.057124274554973306
1,Deaths,102,United States of America,2,Female,37,20+ years,974,Diabetes and kidney diseases,2,Percent,2009,0.06346617788464118,0.06737877949730346,0.056493149973707794
1,Deaths,102,United States of America,3,Both,37,20+ years,974,Diabetes and kidney diseases,2,Percent,2009,0.062036230200289595,0.06490057914496795,0.05684305114100639
1,Deaths,102,United States of America,1,Male,37,20+ years,974,Diabetes and kidney diseases,3,Rate,2009,67.31242867138322,69.52827342897544,63.47838333234502
1,Deaths,102,United States of America,2,Female,37,20+ years,974,Diabetes and kidney diseases,3,Rate,2009,67.59174169497584,71.76761312366946,60.11251191931355
1,Deaths,102,United States of America,3,Both,37,20+ years,974,Diabetes and kidney diseases,3,Rate,2009,67.45631419739787,70.56909088963108,61.744485741275255
1,Deaths,102,United States of America,1,Male,158,<20 years,974,Diabetes and kidney diseases,1,Number,2009,135.19821502320747,144.50831774909693,124.53187179507228
1,Deaths,102,United States of America,2,Female,158,<20 years,974,Diabetes and kidney diseases,1,Number,2009,113.36703177083213,123.03179957416224,102.0262511959448
1,Deaths,102,United States of America,3,Both,158,<20 years,974,Diabetes and kidney diseases,1,Number,2009,248.56524679403972,262.4007866223576,230.6074381205115
1,Deaths,102,United States of America,1,Male,158,<20 years,974,Diabetes and kidney diseases,2,Percent,2009,0.004675699033886215,0.0049911617627866195,0.004309567589430303
1,Deaths,102,United States of America,2,Female,158,<20 years,974,Diabetes and kidney diseases,2,Percent,2009,0.00586051956078733,0.006359747734023789,0.005268781483179404
1,Deaths,102,United States of America,3,Both,158,<20 years,974,Diabetes and kidney diseases,2,Percent,2009,0.005150607097072216,0.005441299626620592,0.004802589975819489
1,Deaths,102,United States of America,1,Male,158,<20 years,974,Diabetes and kidney diseases,3,Rate,2009,0.3140483728613317,0.33567456527619144,0.28927180510412187
1,Deaths,102,United States of America,2,Female,158,<20 years,974,Diabetes and kidney diseases,3,Rate,2009,0.27614070472012925,0.2996822560025412,0.2485167024761932
1,Deaths,102,United States of America,3,Both,158,<20 years,974,Diabetes and kidney diseases,3,Rate,2009,0.2955443694724263,0.3119948425277321,0.2741925139335783
1,Deaths,103,Latin America and Caribbean,1,Male,22,All ages,294,All causes,1,Number,2009,1680063.6353179498,1718503.451123322,1642802.3215836254
1,Deaths,103,Latin America and Caribbean,2,Female,22,All ages,294,All causes,1,Number,2009,1281862.119413545,1307923.3811466333,1255745.129432329
1,Deaths,103,Latin America and Caribbean,3,Both,22,All ages,294,All causes,1,Number,2009,2961925.7547314987,3020257.2401873968,2902275.9216069044
1,Deaths,103,Latin America and Caribbean,1,Male,22,All ages,294,All causes,2,Percent,2009,1.0,1.0,1.0
1,Deaths,103,Latin America and Caribbean,2,Female,22,All ages,294,All causes,2,Percent,2009,1.0,1.0,1.0
