measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
4,YLLs (Years of Life Lost),1,Global,1,Male,26,70+ years,294,All causes,169,All risk factors,2,Percent,2009,0.6965643494516475,0.7162749796032811,0.6760335158008356
4,YLLs (Years of Life Lost),1,Global,2,Female,26,70+ years,294,All causes,169,All risk factors,2,Percent,2009,0.6461964341039451,0.6739977606815257,0.6087749818767896
4,YLLs (Years of Life Lost),1,Global,3,Both,26,70+ years,294,All causes,169,All risk factors,2,Percent,2009,0.6718101702579846,0.6944427869567373,0.6442077840548225
4,YLLs (Years of Life Lost),1,Global,1,Male,26,70+ years,294,All causes,169,All risk factors,3,Rate,2009,69920.54768871411,72524.76044539735,67178.0751532033
4,YLLs (Years of Life Lost),1,Global,2,Female,26,70+ years,294,All causes,169,All risk factors,3,Rate,2009,47372.16739777189,49490.841402306345,44519.50021954963
4,YLLs (Years of Life Lost),1,Global,3,Both,26,70+ years,294,All causes,169,All risk factors,3,Rate,2009,57076.204701927694,59162.98175651777,54604.7471660001
4,YLLs (Years of Life Lost),1,Global,1,Male,27,Age-standardized,294,All causes,169,All risk factors,2,Percent,2009,0.5946438683539901,0.6091033437998074,0.5804795995260188
4,YLLs (Years of Life Lost),1,Global,2,Female,27,Age-standardized,294,All causes,169,All risk factors,2,Percent,2009,0.5568072303199084,0.5751729088048507,0.5382563242589312
4,YLLs (Years of Life Lost),1,Global,3,Both,27,Age-standardized,294,All causes,169,All risk factors,2,Percent,2009,0.5773341484003658,0.5920005472726487,0.5622367936007919
4,YLLs (Years of Life Lost),1,Global,1,Male,27,Age-standardized,294,All causes,169,All risk factors,3,Rate,2009,19409.543435440133,20323.569199627284,18433.627990983146
4,YLLs (Years of Life Lost),1,Global,2,Female,27,Age-standardized,294,All causes,169,All risk factors,3,Rate,2009,13425.284521432124,14238.688659572046,12656.396159712558
4,YLLs (Years of Life Lost),1,Global,3,Both,27,Age-standardized,294,All causes,169,All risk factors,3,Rate,2009,16304.721059401048,17123.813504203743,15467.258218141877
4,YLLs (Years of Life Lost),1,Global,1,Male,37,20+ years,294,All causes,169,All risk factors,1,Number,2009,391183655.4943853,406679755.2419149,375205992.07821286
4,YLLs (Years of Life Lost),1,Global,2,Female,37,20+ years,294,All causes,169,All risk factors,1,Number,2009,252994635.26731637,265291588.5828544,240110485.47592542
4,YLLs (Years of Life Lost),1,Global,3,Both,37,20+ years,294,All causes,169,All risk factors,1,Number,2009,644178290.7617003,668017142.7104591,620533933.8309824
4,YLLs (Years of Life Lost),1,Global,1,Male,37,20+ years,294,All causes,169,All risk factors,2,Percent,2009,0.6220074580190922,0.6398645853720608,0.6070642491001221
4,YLLs (Years of Life Lost),1,Global,2,Female,37,20+ years,294,All causes,169,All risk factors,2,Percent,2009,0.5766488219890301,0.5968819164577851,0.5548942750872357
4,YLLs (Years of Life Lost),1,Global,3,Both,37,20+ years,294,All causes,169,All risk factors,2,Percent,2009,0.6033690496004623,0.6196800520156476,0.5872377767131909
4,YLLs (Years of Life Lost),1,Global,1,Male,37,20+ years,294,All causes,169,All risk factors,3,Rate,2009,7831.934595870863,8142.1838560562255,7512.043892073038
4,YLLs (Years of Life Lost),1,Global,2,Female,37,20+ years,294,All causes,169,All risk factors,3,Rate,2009,4840.8717235585955,5076.165145998999,4594.342715774156
4,YLLs (Years of Life Lost),1,Global,3,Both,37,20+ years,294,All causes,169,All risk factors,3,Rate,2009,6302.53077793559,6535.766048779686,6071.1984132510415
4,YLLs (Years of Life Lost),1,Global,1,Male,158,<20 years,294,All causes,169,All risk factors,1,Number,2009,223393300.300834,248312560.5015729,200450618.1294663
4,YLLs (Years of Life Lost),1,Global,2,Female,158,<20 years,294,All causes,169,All risk factors,1,Number,2009,187358320.9372204,206826450.84221184,169350611.8163638
4,YLLs (Years of Life Lost),1,Global,3,Both,158,<20 years,294,All causes,169,All risk factors,1,Number,2009,410751621.2380551,454385805.15125173,369994355.9276148
4,YLLs (Years of Life Lost),1,Global,1,Male,158,<20 years,294,All causes,169,All risk factors,2,Percent,2009,0.5299650549589243,0.5550088022853704,0.49827992557145756
4,YLLs (Years of Life Lost),1,Global,2,Female,158,<20 years,294,All causes,169,All risk factors,2,Percent,2009,0.5276516638755443,0.5554246128060636,0.49717705220157493
4,YLLs (Years of Life Lost),1,Global,3,Both,158,<20 years,294,All causes,169,All risk factors,2,Percent,2009,0.5289087051162644,0.5544572475753623,0.5014941006024602
4,YLLs (Years of Life Lost),1,Global,1,Male,158,<20 years,294,All causes,169,All risk factors,3,Rate,2009,17354.71829274353,19290.616729558817,15572.37394567559
4,YLLs (Years of Life Lost),1,Global,2,Female,158,<20 years,294,All causes,169,All risk factors,3,Rate,2009,15515.723946012717,17127.940194749168,14024.449674223504
4,YLLs (Years of Life Lost),1,Global,3,Both,158,<20 years,294,All causes,169,All risk factors,3,Rate,2009,16464.5892910118,18213.624182253032,14830.87295426657
4,YLLs (Years of Life Lost),1,Global,1,Male,22,All ages,294,All causes,203,Behavioral risks,1,Number,2009,485751256.3136469,513627834.11419165,457409488.27210027
4,YLLs (Years of Life Lost),1,Global,2,Female,22,All ages,294,All causes,203,Behavioral risks,1,Number,2009,316627573.83553386,339160745.6169348,293732379.6224596
4,YLLs (Years of Life Lost),1,Global,3,Both,22,All ages,294,All causes,203,Behavioral risks,1,Number,2009,802378830.1491803,851007045.3457695,750631675.5293511
4,YLLs (Years of Life Lost),1,Global,1,Male,22,All ages,294,All causes,203,Behavioral risks,2,Percent,2009,0.4624442748983276,0.47949199782441326,0.44603664102480395
4,YLLs (Years of Life Lost),1,Global,2,Female,22,All ages,294,All causes,203,Behavioral risks,2,Percent,2009,0.39885203150919074,0.419905832233225,0.37922767746746416
4,YLLs (Years of Life Lost),1,Global,3,Both,22,All ages,294,All causes,203,Behavioral risks,2,Percent,2009,0.4350725642675285,0.45358484743726823,0.4184613365455021
4,YLLs (Years of Life Lost),1,Global,1,Male,22,All ages,294,All causes,203,Behavioral risks,3,Rate,2009,13995.487185906552,14798.668407413363,13178.902882117798
4,YLLs (Years of Life Lost),1,Global,2,Female,22,All ages,294,All causes,203,Behavioral risks,3,Rate,2009,9223.83833529284,9880.26358333831,8556.866828300139
4,YLLs (Years of Life Lost),1,Global,3,Both,22,All ages,294,All causes,203,Behavioral risks,3,Rate,2009,11622.816583784668,12327.218052005974,10873.235881652749
4,YLLs (Years of Life Lost),1,Global,1,Male,26,70+ years,294,All causes,203,Behavioral risks,1,Number,2009,68015347.63525468,73019041.90778403,63949693.74235105
4,YLLs (Years of Life Lost),1,Global,2,Female,26,70+ years,294,All causes,203,Behavioral risks,1,Number,2009,42605115.12107467,48181996.87215086,37996768.276954465
4,YLLs (Years of Life Lost),1,Global,3,Both,26,70+ years,294,All causes,203,Behavioral risks,1,Number,2009,110620462.75632927,120599956.67457415,102542368.70876797
4,YLLs (Years of Life Lost),1,Global,1,Male,26,70+ years,294,All causes,203,Behavioral risks,2,Percent,2009,0.4509450927024482,0.4814473364311495,0.42638793913660855
4,YLLs (Years of Life Lost),1,Global,2,Female,26,70+ years,294,All causes,203,Behavioral risks,2,Percent,2009,0.2922185505610703,0.3302089155565858,0.26208807359420777
4,YLLs (Years of Life Lost),1,Global,3,Both,26,70+ years,294,All causes,203,Behavioral risks,2,Percent,2009,0.3729308749142942,0.40701558537235205,0.3460035639013878
4,YLLs (Years of Life Lost),1,Global,1,Male,26,70+ years,294,All causes,203,Behavioral risks,3,Rate,2009,45265.407786163036,48595.45415890154,42559.64375233644
4,YLLs (Years of Life Lost),1,Global,2,Female,26,70+ years,294,All causes,203,Behavioral risks,3,Rate,2009,21422.08910351206,24226.176299422732,19104.98665151566
4,YLLs (Years of Life Lost),1,Global,3,Both,26,70+ years,294,All causes,203,Behavioral risks,3,Rate,2009,31683.42277652379,34541.70520482988,29369.73087395797
4,YLLs (Years of Life Lost),1,Global,1,Male,27,Age-standardized,294,All causes,203,Behavioral risks,2,Percent,2009,0.46315510199265797,0.4810156685659388,0.44712504983892337
4,YLLs (Years of Life Lost),1,Global,2,Female,27,Age-standardized,294,All causes,203,Behavioral risks,2,Percent,2009,0.40167726568566237,0.42277382268885233,0.38169140007199687
4,YLLs (Years of Life Lost),1,Global,3,Both,27,Age-standardized,294,All causes,203,Behavioral risks,2,Percent,2009,0.43511944310808626,0.45420072319024146,0.41837112079702893
4,YLLs (Years of Life Lost),1,Global,1,Male,27,Age-standardized,294,All causes,203,Behavioral risks,3,Rate,2009,15118.222968716453,15967.249958446813,14239.860287652004
4,YLLs (Years of Life Lost),1,Global,2,Female,27,Age-standardized,294,All causes,203,Behavioral risks,3,Rate,2009,9685.818203037206,10381.822828521708,8985.617679243238
4,YLLs (Years of Life Lost),1,Global,3,Both,27,Age-standardized,294,All causes,203,Behavioral risks,3,Rate,2009,12289.132686228153,13030.097380243074,11494.275182136225
4,YLLs (Years of Life Lost),1,Global,1,Male,37,20+ years,294,All causes,203,Behavioral risks,1,Number,2009,280194558.6540206,296283479.85311764,266249720.62338886
4,YLLs (Years of Life Lost),1,Global,2,Female,37,20+ years,294,All causes,203,Behavioral risks,1,Number,2009,144666629.45582253,158016120.11404842,133137348.84862925
4,YLLs (Years of Life Lost),1,Global,3,Both,37,20+ years,294,All causes,203,Behavioral risks,1,Number,2009,424861188.1098434,451011998.4223818,401707868.1748942
4,YLLs (Years of Life Lost),1,Global,1,Male,37,20+ years,294,All causes,203,Behavioral risks,2,Percent,2009,0.44552972167552496,0.46688223756746317,0.4273844932147645
4,YLLs (Years of Life Lost),1,Global,2,Female,37,20+ years,294,All causes,203,Behavioral risks,2,Percent,2009,0.3297234787009845,0.3559925707931707,0.30618640123799423
4,YLLs (Years of Life Lost),1,Global,3,Both,37,20+ years,294,All causes,203,Behavioral risks,2,Percent,2009,0.39794339478610563,0.4202879076747607,0.3788395456340989
4,YLLs (Years of Life Lost),1,Global,1,Male,37,20+ years,294,All causes,203,Behavioral risks,3,Rate,2009,5609.80865809381,5931.926867225522,5330.617393653346
4,YLLs (Years of Life Lost),1,Global,2,Female,37,20+ years,294,All causes,203,Behavioral risks,3,Rate,2009,2768.0926717488055,3023.5256447959773,2547.488118512477
4,YLLs (Years of Life Lost),1,Global,3,Both,37,20+ years,294,All causes,203,Behavioral risks,3,Rate,2009,4156.769566460163,4412.624644512926,3930.2414241831875
4,YLLs (Years of Life Lost),1,Global,1,Male,158,<20 years,294,All causes,203,Behavioral risks,1,Number,2009,205556697.659626,229470909.13575435,183688265.74219245
4,YLLs (Years of Life Lost),1,Global,2,Female,158,<20 years,294,All causes,203,Behavioral risks,1,Number,2009,171960944.37971166,189849869.48735106,154889735.2198644
4,YLLs (Years of Life Lost),1,Global,3,Both,158,<20 years,294,All causes,203,Behavioral risks,1,Number,2009,377517642.0393372,419049184.0372811,340417370.590783
4,YLLs (Years of Life Lost),1,Global,1,Male,158,<20 years,294,All causes,203,Behavioral risks,2,Percent,2009,0.4876412146868105,0.5122239997869777,0.4576828373330195
4,YLLs (Years of Life Lost),1,Global,2,Female,158,<20 years,294,All causes,203,Behavioral risks,2,Percent,2009,0.4842723586767459,0.5113436729016752,0.45446251584489944
4,YLLs (Years of Life Lost),1,Global,3,Both,158,<20 years,294,All causes,203,Behavioral risks,2,Percent,2009,0.48610223645327777,0.5116724565064055,0.4593273823728761
4,YLLs (Years of Life Lost),1,Global,1,Male,158,<20 years,294,All causes,203,Behavioral risks,3,Rate,2009,15969.04909979583,17826.868482930462,14270.159854146958
4,YLLs (Years of Life Lost),1,Global,2,Female,158,<20 years,294,All causes,203,Behavioral risks,3,Rate,2009,14240.619413883798,15722.056812941388,12826.899609906783
4,YLLs (Years of Life Lost),1,Global,3,Both,158,<20 years,294,All causes,203,Behavioral risks,3,Rate,2009,15132.43674499474,16797.189228642867,13645.307539894207
4,YLLs (Years of Life Lost),1,Global,1,Male,22,All ages,294,All causes,110,Dietary risks,1,Number,2009,91805941.9799539,110453421.07853724,77198117.15807958
4,YLLs (Years of Life Lost),1,Global,2,Female,22,All ages,294,All causes,110,Dietary risks,1,Number,2009,56314475.642238505,68535449.51005714,46670127.73130394
4,YLLs (Years of Life Lost),1,Global,3,Both,22,All ages,294,All causes,110,Dietary risks,1,Number,2009,148120417.62219238,178765295.71014765,124116850.53636467
4,YLLs (Years of Life Lost),1,Global,1,Male,22,All ages,294,All causes,110,Dietary risks,2,Percent,2009,0.08743474273624677,0.10449803041588589,0.07331660140732786
4,YLLs (Years of Life Lost),1,Global,2,Female,22,All ages,294,All causes,110,Dietary risks,2,Percent,2009,0.07096885283169899,0.08665134924672338,0.058942033242515145
4,YLLs (Years of Life Lost),1,Global,3,Both,22,All ages,294,All causes,110,Dietary risks,2,Percent,2009,0.08034897966259763,0.09654730630913652,0.067071055148132
4,YLLs (Years of Life Lost),1,Global,1,Male,22,All ages,294,All causes,110,Dietary risks,3,Rate,2009,2645.116956199685,3182.3889681225332,2224.2356461645313
4,YLLs (Years of Life Lost),1,Global,2,Female,22,All ages,294,All causes,110,Dietary risks,3,Rate,2009,1640.525532784478,1996.5409166977838,1359.5711455775427
4,YLLs (Years of Life Lost),1,Global,3,Both,22,All ages,294,All causes,110,Dietary risks,3,Rate,2009,2145.59056352004,2589.4953424914947,1797.888147763039
4,YLLs (Years of Life Lost),1,Global,1,Male,26,70+ years,294,All causes,110,Dietary risks,1,Number,2009,25388296.751175392,31624652.960677784,20596529.46257001
4,YLLs (Years of Life Lost),1,Global,2,Female,26,70+ years,294,All causes,110,Dietary risks,1,Number,2009,24246635.149888657,30390130.37132945,19533415.63633685
4,YLLs (Years of Life Lost),1,Global,3,Both,26,70+ years,294,All causes,110,Dietary risks,1,Number,2009,49634931.90106414,62027437.50183002,40504077.326640435
4,YLLs (Years of Life Lost),1,Global,1,Male,26,70+ years,294,All causes,110,Dietary risks,2,Percent,2009,0.1683362042290043,0.21008242493197346,0.13598739692654535
4,YLLs (Years of Life Lost),1,Global,2,Female,26,70+ years,294,All causes,110,Dietary risks,2,Percent,2009,0.16630443274756526,0.20888233452877755,0.1341272949070303
4,YLLs (Years of Life Lost),1,Global,3,Both,26,70+ years,294,All causes,110,Dietary risks,2,Percent,2009,0.16733896104080848,0.20850366054023206,0.13569654074343462
4,YLLs (Years of Life Lost),1,Global,1,Male,26,70+ years,294,All causes,110,Dietary risks,3,Rate,2009,16896.357151637883,21046.761681461594,13707.351906846749
4,YLLs (Years of Life Lost),1,Global,2,Female,26,70+ years,294,All causes,110,Dietary risks,3,Rate,2009,12191.34315598493,15280.326759636902,9821.510141878693
4,YLLs (Years of Life Lost),1,Global,3,Both,26,70+ years,294,All causes,110,Dietary risks,3,Rate,2009,14216.217259635383,17765.62380184443,11600.99835181295
4,YLLs (Years of Life Lost),1,Global,1,Male,27,Age-standardized,294,All causes,110,Dietary risks,2,Percent,2009,0.09346656651869437,0.11197753741040706,0.07794776936802468
4,YLLs (Years of Life Lost),1,Global,2,Female,27,Age-standardized,294,All causes,110,Dietary risks,2,Percent,2009,0.07031833279946118,0.08594950711727282,0.05825572939068257
4,YLLs (Years of Life Lost),1,Global,3,Both,27,Age-standardized,294,All causes,110,Dietary risks,2,Percent,2009,0.08312263524471142,0.10013143950507364,0.06911227683534374
4,YLLs (Years of Life Lost),1,Global,1,Male,27,Age-standardized,294,All causes,110,Dietary risks,3,Rate,2009,3049.838106987379,3677.10400230561,2554.5162473838227
4,YLLs (Years of Life Lost),1,Global,2,Female,27,Age-standardized,294,All causes,110,Dietary risks,3,Rate,2009,1694.8615211249498,2064.775837496347,1402.5056772212893
4,YLLs (Years of Life Lost),1,Global,3,Both,27,Age-standardized,294,All causes,110,Dietary risks,3,Rate,2009,2346.66609548765,2842.1358659178977,1957.117792514319
4,YLLs (Years of Life Lost),1,Global,1,Male,37,20+ years,294,All causes,110,Dietary risks,1,Number,2009,91805941.9799539,110453421.07853724,77198117.15807958
4,YLLs (Years of Life Lost),1,Global,2,Female,37,20+ years,294,All causes,110,Dietary risks,1,Number,2009,56314475.642238505,68535449.51005714,46670127.73130394
4,YLLs (Years of Life Lost),1,Global,3,Both,37,20+ years,294,All causes,110,Dietary risks,1,Number,2009,148120417.62219238,178765295.71014765,124116850.53636467
4,YLLs (Years of Life Lost),1,Global,1,Male,37,20+ years,294,All causes,110,Dietary risks,2,Percent,2009,0.14598715698135997,0.17451540175990243,0.12233467387455095
4,YLLs (Years of Life Lost),1,Global,2,Female,37,20+ years,294,All causes,110,Dietary risks,2,Percent,2009,0.12836987031161745,0.15616476952982397,0.10689924277973682
4,YLLs (Years of Life Lost),1,Global,3,Both,37,20+ years,294,All causes,110,Dietary risks,2,Percent,2009,0.13874896959776445,0.16763685108108287,0.11615866567711318
4,YLLs (Years of Life Lost),1,Global,1,Male,37,20+ years,294,All causes,110,Dietary risks,3,Rate,2009,1838.0577076785191,2211.4011094967723,1545.592705662348
4,YLLs (Years of Life Lost),1,Global,2,Female,37,20+ years,294,All causes,110,Dietary risks,3,Rate,2009,1077.5372864151807,1311.3768963680234,892.9995745981875
4,YLLs (Years of Life Lost),1,Global,3,Both,37,20+ years,294,All causes,110,Dietary risks,3,Rate,2009,1449.1849605808588,1749.009232999359,1214.338144864997
4,YLLs (Years of Life Lost),1,Global,1,Male,158,<20 years,294,All causes,110,Dietary risks,1,Number,2009,0.0,0.0,0.0
4,YLLs (Years of Life Lost),1,Global,2,Female,158,<20 years,294,All causes,110,Dietary risks,1,Number,2009,0.0,0.0,0.0
4,YLLs (Years of Life Lost),1,Global,3,Both,158,<20 years,294,All causes,110,Dietary risks,1,Number,2009,0.0,0.0,0.0
4,YLLs (Years of Life Lost),1,Global,1,Male,158,<20 years,294,All causes,110,Dietary risks,2,Percent,2009,0.0,0.0,0.0
4,YLLs (Years of Life Lost),1,Global,2,Female,158,<20 years,294,All causes,110,Dietary risks,2,Percent,2009,0.0,0.0,0.0
4,YLLs (Years of Life Lost),1,Global,3,Both,158,<20 years,294,All causes,110,Dietary risks,2,Percent,2009,0.0,0.0,0.0
4,YLLs (Years of Life Lost),1,Global,1,Male,158,<20 years,294,All causes,110,Dietary risks,3,Rate,2009,0.0,0.0,0.0
4,YLLs (Years of Life Lost),1,Global,2,Female,158,<20 years,294,All causes,110,Dietary risks,3,Rate,2009,0.0,0.0,0.0
4,YLLs (Years of Life Lost),1,Global,3,Both,158,<20 years,294,All causes,110,Dietary risks,3,Rate,2009,0.0,0.0,0.0
4,YLLs (Years of Life Lost),44635,High SDI,1,Male,22,All ages,974,Diabetes and kidney diseases,110,Dietary risks,1,Number,2009,668442.7155147713,840993.6454779617,523429.72520659526
4,YLLs (Years of Life Lost),44635,High SDI,2,Female,22,All ages,974,Diabetes and kidney diseases,110,Dietary risks,1,Number,2009,529014.5697381839,670521.1223459537,421888.53762778605
